IndividualNumber,ROINumber,ImageLabel,IL_Site,IL_Number,IL_DV,TubeLabel,Event,TaxonCode,Family,Subfamily,Supertribe,Tribe,Subtribe,Genus,Group,SubspeciesEpithet,SpeciesName,Area_SQ_mm_Dorsal,Perimeter_Dorsal,BBWidth_Dorsal,BBHeight_Dorsal,MajorAxis_Dorsal,MinorAxis_Dorsal,Angle_Dorsal,Circ_Dorsal,Feret_Dorsal,IntDen_Dorsal,RawIntDen_Dorsal,FeretX_Dorsal,FeretY_Dorsal,FeretAngle_Dorsal,MinFeret_Dorsal,AR_Dorsal,Round_Dorsal,Solidity_Dorsal,Area_SQ_mm_Ventral,Perimeter_Ventral,BBWidth_Ventral,BBHeight_Ventral,MajorAxis_Ventral,MinorAxis_Ventral,Angle_Ventral,Circ_Ventral,Feret_Ventral,IntDen_Ventral,RawIntDen_Ventral,FeretX_Ventral,FeretY_Ventral,FeretAngle_Ventral,MinFeret_Ventral,AR_Ventral,Round_Ventral,Solidity_Ventral,cIL_Site,cIL_Number,cROINumber,mean_Red_Dorsal,stddev_Red_Dorsal,min_Red_Dorsal,max_Red_Dorsal,intden_Red_Dorsal,skew_Red_Dorsal,kurt_Red_Dorsal,rawintdens_Red_Dorsal,mean_Green_Dorsal,stddev_Green_Dorsal,min_Green_Dorsal,max_Green_Dorsal,intden_Green_Dorsal,skew_Green_Dorsal,kurt_Green_Dorsal,rawintdens_Green_Dorsal,mean_Blue_Dorsal,stddev_Blue_Dorsal,min_Blue_Dorsal,max_Blue_Dorsal,intden_Blue_Dorsal,skew_Blue_Dorsal,kurt_Blue_Dorsal,rawintdens_Blue_Dorsal,mean_Red_Ventral,stddev_Red_Ventral,min_Red_Ventral,max_Red_Ventral,intden_Red_Ventral,skew_Red_Ventral,kurt_Red_Ventral,rawintdens_Red_Ventral,mean_Green_Ventral,stddev_Green_Ventral,min_Green_Ventral,max_Green_Ventral,intden_Green_Ventral,skew_Green_Ventral,kurt_Green_Ventral,rawintdens_Green_Ventral,mean_Blue_Ventral,stddev_Blue_Ventral,min_Blue_Ventral,max_Blue_Ventral,intden_Blue_Ventral,skew_Blue_Ventral,kurt_Blue_Ventral,rawintdens_Blue_Ventral
18,19,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160607.CARNEM.01,UNDE_007.20160607,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,151.587,112.058,17.818,23.364,20.255,9.529,95.761,0.152,24.41,12884.9,1559070,34.182,77.364,107.558,14.99,2.126,0.47,0.517,185.901,120.567,14.182,23.182,21.499,11.009,86.338,0.161,23.804,15801.6,1911990,32,101.818,71.288,13.886,1.953,0.512,0.732,UNDE,8,19,58.654,31.017,2,189,1554.06,1.739,2.857,1132906,52.773,30.852,2,186,1398.22,1.848,3.307,1019304,51.523,30.293,1,186,1365.1,1.965,3.846,995158,55.016,41.834,0,184,1676.29,1.714,2.034,1222015,51.175,41.484,0,180,1559.27,1.784,2.313,1136706,50.45,40.639,0,180,1537.17,1.843,2.546,1120599
21,22,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160607.CARNEM.01,UNDE_007.20160607,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,170.562,133.338,14.545,25.091,20.653,10.515,90.484,0.121,26.132,14497.8,1754230,93.091,106.909,71.754,14.098,1.964,0.509,0.582,166.917,114.402,14.909,25,20.424,10.406,84.466,0.16,25.304,14188,1716740,88.364,79.545,98.887,13.687,1.963,0.509,0.612,UNDE,8,22,58.593,38.371,4,189,1791.13,1.978,3.245,1305737,52.844,38.763,1,187,1615.39,2.052,3.575,1177621,51.133,37.99,0,186,1563.1,2.094,3.809,1139499,49.72,33.607,0,176,2028.1,1.837,3.027,1478484,45.756,32.438,0,172,1866.41,1.927,3.568,1360609,44.823,31.323,0,172,1828.34,2.027,4.238,1332862
20,20,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160607.CARNEM.01,UNDE_007.20160607,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,212.298,137.735,21.091,34.727,21.695,12.459,94.372,0.141,35.518,18045.3,2183480,74.545,79.091,102.115,20.504,1.741,0.574,0.459,204.934,173.371,18.545,33.909,22.311,11.695,81.407,0.086,35.302,17419.4,2107740,62.727,115.091,73.852,18.544,1.908,0.524,0.445,UNDE,8,20,58.089,31.758,2,170,2204.21,1.702,2.287,1606870,51.699,32.149,0,167,1961.74,1.772,2.524,1430111,49.203,32.227,0,166,1867,1.813,2.711,1361046,47.965,32.25,0,181,1695.08,1.78,2.979,1235717,43.988,31.219,0,177,1554.54,1.871,3.563,1133262,43.039,30.011,0,175,1521.01,1.966,4.215,1108816
24,23,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160607.CARNEM.01,UNDE_007.20160607,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,240.595,129.903,16.182,26.455,23.599,12.981,99.954,0.179,27.209,20450.6,2474520,166.727,82.273,103.526,15.56,1.818,0.55,0.648,237.868,148.649,23.182,26.909,23.877,12.684,107.601,0.135,27.74,20218.8,2446470,156.818,81.455,104.81,15.852,1.882,0.531,0.638,UNDE,8,23,53.928,34.339,8,191,2303.82,2.251,4.585,1679486,49.48,34.105,4,190,2113.79,2.37,5.185,1540953,49.069,33.594,4,189,2096.23,2.44,5.58,1528151,46.594,31.543,0,185,1479.56,1.991,4.498,1078601,42.789,30.568,0,182,1358.74,2.126,5.346,990520,41.69,29.518,0,181,1323.86,2.215,6.004,965093
17,21,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160607.CARNEM.01,UNDE_007.20160607,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,228.587,180.638,15.636,26.091,24.099,12.077,88.716,0.088,29.343,19429.9,2351020,9.636,106,59.462,15.205,1.995,0.501,0.608,235.289,152.388,16.455,26.636,23.666,12.658,90.977,0.127,28.115,19999.6,2419950,7.091,84.727,123.125,16.454,1.87,0.535,0.589,UNDE,8,21,47.237,21.841,2,163,1798.31,1.912,4.214,1310967,42.772,20.805,1,154,1628.34,1.825,4.087,1187060,42.218,19.937,1,151,1607.25,1.788,4.29,1171684,47.969,33.933,1,189,1983.91,2.135,4.667,1446267,44.099,33.307,0,189,1823.85,2.228,5.301,1329590,43.885,32.619,0,186,1815,2.28,5.707,1323134
22,18,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160607.CARNEM.01,UNDE_007.20160607,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,167.959,128.979,13.545,29.182,21.728,9.842,96.106,0.127,29.638,14276.5,1727460,112.273,72.909,100.069,13.513,2.208,0.453,0.647,185.248,165.272,18.364,26.545,23.676,9.962,61.9,0.085,28.458,15746.1,1905280,105.455,109.909,66.465,13.162,2.377,0.421,0.631,UNDE,8,18,64.863,40.776,1,188,2043.4,1.303,0.718,1489641,59.712,40.739,1,185,1881.14,1.368,0.91,1371348,58.43,40.123,0,184,1840.74,1.419,1.083,1341902,47.883,31.71,1,185,1531.02,1.966,4.16,1116110,43.917,30.822,0,181,1404.21,2.07,4.804,1023673,43.191,30.081,0,182,1381,2.151,5.391,1006748
23,24,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160607.CARNEM.01,UNDE_007.20160607,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,222.479,163.7,21.455,25.455,20.967,13.511,88.174,0.104,29.708,18910.7,2288200,131.636,109.091,55.094,20.005,1.552,0.644,0.544,218.446,162.028,20.182,28.818,21.065,13.204,82.664,0.105,30.861,18567.9,2246720,129,85.545,112.334,19.694,1.595,0.627,0.512,UNDE,8,24,51.911,28.282,4,187,1978.6,2.244,5.531,1442398,46.005,28.167,1,186,1753.51,2.371,6.201,1278308,44.616,27.674,1,184,1700.55,2.44,6.721,1239703,47.088,31.644,1,181,1772.23,1.979,3.956,1291958,43.393,30.608,0,179,1633.16,2.071,4.663,1190571,42.686,29.407,0,179,1606.54,2.191,5.512,1171165
26,26,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,227.62,151.448,19.545,27.545,24.131,12.01,88.977,0.125,28.294,19347.7,2341070,25.364,125.818,112.28,18.287,2.009,0.498,0.563,225.686,155.22,18.636,27.273,23.875,12.036,82.065,0.118,28.787,19183.3,2321180,22.091,151.545,60.278,18.636,1.984,0.504,0.548,UNDE,8,26,58.826,41.593,2,197,2476.82,1.763,2.069,1805605,53.636,41.763,1,194,2258.32,1.837,2.366,1646316,51.763,41.539,0,191,2179.46,1.877,2.538,1588823,48.017,34.442,0,179,1483.46,1.61,2.137,1081446,43.444,33.416,0,178,1342.18,1.712,2.68,978452,42.174,32.27,0,179,1302.93,1.802,3.168,949834
25,33,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,182.479,124.183,17,23.091,20.448,11.363,83.778,0.149,23.17,15510.7,1876800,9.364,153.273,85.274,15.739,1.8,0.556,0.7,177.124,127.616,15.818,21.909,20.692,10.899,63.523,0.137,23.541,15055.5,1821720,4.273,149.182,64.128,15.704,1.899,0.527,0.672,UNDE,8,33,56.865,35.043,4,184,1834.04,2.035,3.574,1337016,50.571,35.326,1,180,1631.03,2.125,3.954,1189024,48.129,35.035,2,179,1552.27,2.193,4.261,1131603,50.472,38.942,0,198,1837.84,2.194,4.437,1339785,46.665,38.796,0,197,1699.22,2.306,4.975,1238732,45.945,38.052,0,196,1672.98,2.357,5.278,1219606
32,25,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,225.446,165.394,24.455,25,22.43,12.797,70.971,0.104,28.453,19162.9,2318720,140,141.909,30.744,22.644,1.753,0.571,0.506,223.413,172.745,24,25.818,22.579,12.598,93.567,0.094,29.041,18990.1,2297800,145.727,127.364,129.92,22.473,1.792,0.558,0.501,UNDE,8,25,53.673,33.89,2,187,2128.88,2.012,3.829,1551954,48.342,33.871,1,184,1917.45,2.11,4.362,1397821,47.138,33.425,0,184,1869.69,2.158,4.717,1363003,55.294,39.947,0,189,2251.28,1.692,2.123,1641185,51.191,39.296,0,187,2084.24,1.776,2.507,1519408,50.353,38.636,0,186,2050.12,1.825,2.752,1494541
33,32,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,204.909,120.451,17.182,23.818,22.266,11.718,81.496,0.177,24.409,17417.3,2107490,171.455,152.273,75.55,16.449,1.9,0.526,0.646,197.223,148.384,18.909,24.818,22.379,11.221,78.508,0.113,24.906,16764,2028440,175.182,152.364,85.184,16.587,1.994,0.501,0.624,UNDE,8,32,57.124,37.053,4,194,2087.34,2.15,4.204,1521673,51.695,37.282,2,190,1888.97,2.247,4.663,1377056,50.329,36.917,1,190,1839.05,2.3,4.954,1340664,40.899,26.979,1,186,1488.42,2.324,6.567,1085058,37.219,26.564,0,184,1354.47,2.373,7.161,987410,36.774,26.006,0,186,1338.28,2.398,7.587,975608
28,31,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,177.463,92.73,15.091,24.727,21.71,10.408,91.75,0.259,24.728,15084.3,1825200,64.818,127.182,90.421,13.617,2.086,0.479,0.694,169.157,103.933,17.818,24.273,21.6,9.971,102.787,0.197,25.07,14378.3,1739780,67.091,130.091,104.49,13.308,2.166,0.462,0.675,UNDE,8,31,61.586,38.035,5,189,1999.56,1.735,2.201,1457682,55.62,38.5,4,186,1805.84,1.856,2.549,1316459,53.219,38.46,2,187,1727.92,1.922,2.766,1259651,45.558,32.992,0,180,1672.96,1.989,3.952,1219588,42.077,32.803,0,179,1545.13,2.074,4.413,1126400,43.31,31.32,0,176,1590.4,2.186,4.868,1159398
29,30,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,209.488,135.725,20.818,26.455,21.936,12.16,86.885,0.143,26.624,17806.4,2154580,84.273,153.182,83.53,18.404,1.804,0.554,0.61,210.314,147.179,20.636,27.455,22.558,11.871,99.341,0.122,29.899,17876.7,2163080,79.818,130.455,114.617,20.473,1.9,0.526,0.522,UNDE,8,30,56.249,35.055,2,198,2109.91,1.998,3.585,1538122,50.704,35.562,2,196,1901.92,2.111,3.981,1386500,50.356,34.605,1,194,1888.87,2.183,4.267,1376986,48.452,37.873,0,187,1801.12,1.98,3.495,1313014,45.311,37.279,0,185,1684.34,2.096,4.085,1227884,47.285,35.25,4,186,1757.71,2.265,4.83,1281368
30,29,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,204.603,116.94,16.364,30.636,22.855,11.398,97.929,0.188,33.003,17391.3,2104340,105.273,126.636,111.831,13.656,2.005,0.499,0.677,209.81,115.471,15.455,29.455,23.714,11.265,87.925,0.198,31.195,17833.8,2157900,97.818,160.091,70.773,13.859,2.105,0.475,0.726,UNDE,8,29,54.156,33.421,7,174,1974,1.947,3.203,1439043,50.376,33.228,5,175,1836.2,2.039,3.622,1338593,49.65,32.702,3,174,1809.76,2.078,3.863,1319313,55.815,42.202,0,192,1734.39,1.657,1.884,1264373,52.115,41.75,0,190,1619.44,1.749,2.247,1180571,51.135,40.848,0,188,1588.97,1.82,2.54,1158361
27,27,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,213.818,105.845,19,26.182,23.476,11.597,97.416,0.24,26.297,18174.5,2199120,49,126,95.356,16.172,2.024,0.494,0.735,214.603,120.075,17.364,25.727,23.263,11.746,102.115,0.187,26.503,18241.3,2207200,46,130.727,103.893,16.544,1.981,0.505,0.713,UNDE,8,27,45.788,23.105,1,185,1654.28,2.597,8.573,1205969,40.717,22.837,1,182,1471.08,2.758,9.788,1072417,39.411,22.563,0,184,1423.87,2.811,10.405,1038001,48.894,33.717,0,184,1905.65,1.964,3.6,1389218,45.337,32.982,0,182,1767.02,2.064,4.211,1288155,44.707,32.017,0,182,1742.46,2.146,4.713,1270255
31,28,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,186.554,134.373,21.182,25.636,21.269,11.168,103.723,0.13,27.906,15857.1,1918700,121.455,128,130.905,18.994,1.904,0.525,0.465,204.777,105.867,16.727,25.364,23.266,11.207,76.607,0.23,26.241,17406,2106130,117.273,154.818,59.615,15.549,2.076,0.482,0.63,UNDE,8,28,67.42,48.161,9,199,2412.14,1.543,1.083,1758453,63.325,48.378,3,197,2265.63,1.616,1.287,1651647,60.935,48.28,4,194,2180.11,1.658,1.412,1589302,50.134,31.937,1,188,1697.94,1.947,4.155,1237798,45.926,31.351,0,189,1555.42,2.045,4.852,1133903,45.283,30.543,0,188,1533.65,2.106,5.338,1118029
34,34,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,189.562,99.786,16.273,24.364,22.028,10.957,98.738,0.239,24.818,16112.8,1949640,10.545,156.455,100.981,15.534,2.01,0.497,0.725,198.273,105.147,17.364,24.909,22.833,11.056,83.731,0.225,25.173,16853.2,2039240,5.636,175.364,81.694,16.975,2.065,0.484,0.702,UNDE,8,34,49.374,30.821,3,186,1615.12,2.297,5.431,1177426,44.498,30.682,0,181,1455.61,2.411,6.083,1061138,42.773,30.602,0,182,1399.2,2.44,6.355,1020015,44.217,30.847,0,181,1504.28,2.339,6.018,1096619,39.862,30.514,0,179,1356.13,2.397,6.554,988619,39.118,29.904,0,177,1330.81,2.438,6.91,970158
35,35,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_017.20160802.CARNEM.01,UNDE_017.20160802,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,184.57,134.536,22.545,24.636,20.214,11.626,96.894,0.128,24.974,15688.5,1898300,29.273,157.545,99.428,19.631,1.739,0.575,0.556,178.636,131.361,21.091,24.636,20.671,11.003,78.778,0.13,25.378,15184.1,1837280,23,177.636,76.113,18.826,1.879,0.532,0.579,UNDE,8,35,56.376,34.416,3,180,1856.16,1.881,2.963,1353142,50.137,34.743,1,176,1650.73,1.992,3.371,1203379,47.709,34.788,1,177,1570.8,2.053,3.642,1145110,50.896,39.12,0,184,1616.4,1.911,2.997,1178355,47.221,38.532,0,181,1499.66,2.008,3.488,1093254,46.321,37.816,0,181,1471.09,2.083,3.861,1072428
40,36,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,228.174,176.669,16.091,28,24.686,11.768,89.667,0.092,28.235,19394.8,2346760,103.273,218.909,82.6,14.152,2.098,0.477,0.671,233.818,180.078,15.455,28.636,24.773,12.017,84.307,0.091,28.673,19874.5,2404820,94.273,219.182,87.092,14.3,2.061,0.485,0.674,UNDE,8,36,46.353,24.197,2,172,1776.03,2.146,5.627,1294725,41.868,23.484,0,170,1604.21,2.278,6.537,1169469,40.722,22.978,0,170,1560.29,2.284,6.969,1137449,40.655,27.264,0,178,1602.22,2.069,4.869,1168021,37.64,26.27,0,176,1483.4,2.128,5.53,1081400,37.158,25.392,0,175,1464.39,2.146,5.952,1067543
37,37,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,236.157,216.213,24,28,22.559,13.329,72.878,0.063,30.412,20073.3,2428880,26.182,220.636,62.975,22.53,1.692,0.591,0.49,219.008,199.245,26.909,28.182,21.616,12.9,72.835,0.069,31.768,18615.7,2252500,28.636,222.545,46.623,21.826,1.676,0.597,0.449,UNDE,8,37,47.221,25.801,1,179,1882.12,1.912,3.973,1372065,42.565,24.902,1,177,1696.52,2,4.574,1236766,41.36,24.302,0,178,1648.49,2.007,4.937,1201746,45.061,24.552,0,159,1645.87,1.704,3.216,1199841,41.784,23.166,0,156,1526.18,1.696,3.439,1112588,41.042,22.232,0,160,1499.06,1.691,3.703,1092813
43,41,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,178.149,77.495,13.909,27.364,21.998,10.311,78.519,0.373,27.833,15142.6,1832260,162,224.545,79.461,12.17,2.133,0.469,0.74,179.058,78.913,14.909,27.909,22.689,10.048,71.379,0.361,28.353,15219.9,1841610,158.455,224.545,79.843,12.408,2.258,0.443,0.719,UNDE,8,41,62.358,40.406,9,193,2077.5,1.664,1.798,1514498,56.348,41.066,4,189,1877.26,1.746,2.009,1368522,54.277,41.386,0,191,1808.27,1.777,2.137,1318225,44.267,31.267,1,192,1342.71,2.561,6.992,978834,40.928,30.656,0,190,1241.42,2.659,7.776,904994,40.553,30.169,0,189,1230.04,2.709,8.232,896702
39,43,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,150.942,112.146,14.273,23.727,20.027,9.597,98.276,0.151,24.287,12830.1,1552440,79.818,199,102.319,13.827,2.087,0.479,0.614,197.041,83.286,15.455,24.727,22.465,11.168,102.347,0.357,24.738,16748.5,2026570,77.182,222.455,88.315,13.549,2.012,0.497,0.743,UNDE,8,43,54.371,25.242,2,164,1374.93,1.298,1.845,1002322,49.382,24.806,1,164,1248.78,1.363,1.96,910362,46.866,24.623,1,163,1185.15,1.419,2.201,863974,40.702,26.288,0,173,1123.42,2.299,6.391,818975,37.598,25.522,0,169,1037.73,2.375,7.04,756505,36.885,24.944,0,170,1018.05,2.418,7.541,742157
36,38,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,177.397,90.388,16.818,22.727,20.858,10.829,92.2,0.273,22.8,15078.7,1824520,9.818,217.818,85.426,14.955,1.926,0.519,0.69,185.488,106.066,19.818,23.545,21.621,10.923,60.139,0.207,23.93,15766.4,1907740,11,221.364,79.715,15.598,1.979,0.505,0.643,UNDE,8,38,55.755,22.594,4,187,1663,1.653,4.71,1212328,48.369,22.604,1,183,1442.7,1.904,5.579,1051731,45.254,21.568,2,184,1349.81,2.248,7.654,984012,53.733,45.106,0,201,1775.78,1.897,2.6,1294544,50.349,44.83,0,200,1663.93,1.958,2.861,1213001,49.543,44.396,0,199,1637.31,2.009,3.093,1193602
42,40,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,171.14,84.811,17.364,21.364,19.564,11.138,85.348,0.299,21.433,14546.9,1760180,143.636,217.818,85.378,15.469,1.757,0.569,0.705,176.281,101.913,22.273,19.545,19.126,11.735,56.183,0.213,22.388,14983.9,1813050,125.909,204.455,5.826,17.184,1.63,0.614,0.637,UNDE,8,40,42.749,20.658,6,166,1224.19,2.278,6.746,892438,38.947,20.264,2,167,1115.32,2.246,6.917,813068,38.289,20.087,1,164,1096.46,2.118,6.77,799318,44.126,31.322,0,186,1408.69,2.374,6.132,1026933,40.478,30.631,0,182,1292.25,2.45,6.741,942048,39.914,30.037,0,181,1274.25,2.536,7.391,928927
41,39,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,175.917,80.493,13.636,22.273,20.611,10.867,95.414,0.341,22.408,14953,1809310,122.545,196.273,96.289,13.636,1.897,0.527,0.765,177.967,72.746,15.273,20.727,20.939,10.822,112.398,0.423,22.084,15127.2,1830390,113.273,198.727,112.765,13.402,1.935,0.517,0.777,UNDE,8,39,56.851,35.496,6,182,1794.53,2.032,3.472,1308209,51.435,35.767,1,181,1623.54,2.139,3.903,1183561,50.171,35.329,2,180,1583.65,2.199,4.187,1154479,47.399,36.465,0,180,1665.01,1.967,3.306,1213791,44.488,35.908,0,179,1562.74,2.042,3.659,1139238,43.719,35.223,0,176,1535.73,2.085,3.903,1119549
38,42,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,135.289,85.995,11.818,20.636,19.686,8.75,76.572,0.23,21.563,11499.6,1391450,56.818,219.455,70.801,11.562,2.25,0.445,0.717,163.802,90.509,14.091,20.727,19.854,10.505,94.971,0.251,20.939,13923.1,1684700,56.455,200.182,99.749,13.897,1.89,0.529,0.779,UNDE,8,42,53.561,25.072,5,163,1226.48,1.738,3.271,894102,48.443,24.779,2,164,1109.26,1.869,3.76,808653,47.008,24.248,2,165,1076.4,1.933,4.164,784698,51.047,40.984,0,180,1661.58,1.939,2.779,1211289,47.97,40.703,0,178,1561.42,1.989,2.998,1138274,47.534,40.181,0,177,1547.25,2.012,3.123,1127946
44,44,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,193.033,140.068,15,31.273,23.126,10.628,84.044,0.124,31.362,16407.8,1985340,13.818,250.455,85.678,14.017,2.176,0.46,0.6,213.678,165.892,17.545,28.273,22.779,11.944,99.004,0.098,28.739,18162.6,2197680,10.364,221.818,110.556,15.088,1.907,0.524,0.639,UNDE,8,44,56.008,32.65,0,176,1893.99,1.705,2.742,1380718,51.377,31.951,0,173,1737.39,1.812,3.179,1266554,49.435,31.578,0,171,1671.69,1.916,3.644,1218666,44.961,29.374,1,183,1627.54,2.015,4.322,1186478,40.956,27.835,0,181,1482.57,2.161,5.403,1080791,39.983,26.841,0,179,1447.33,2.289,6.365,1055102
46,46,UNDE_08_DORSAL.tif,UNDE,8,Dorsal,UNDE_007.20160524.CARNEM.01,UNDE_007.20160524,CARNEM,Carabidae,Carabinae,Carabini,Carabini,Carabini,Carabus,nemoralis,nemoralis,Carabus nemoralis nemoralis,142.455,138.606,16.545,19,17.902,10.132,61.126,0.093,21.492,12108.6,1465140,53.182,247.091,60.616,15.794,1.767,0.566,0.567,156.727,109.02,13.273,21.091,18.969,10.52,91.06,0.166,21.316,13321.8,1611940,67.182,224.545,98.337,12.882,1.803,0.555,0.759,UNDE,8,46,52.424,24.821,2,172,1249.32,1.589,2.877,910754,47.074,23.909,0,170,1121.83,1.618,3.008,817815,45.128,23.696,0,172,1075.46,1.654,3.357,784013,49.046,35.579,0,182,1511.88,1.897,3.191,1102157,45.155,34.473,0,180,1391.93,1.993,3.735,1014714,44.373,33.689,0,178,1367.85,2.079,4.221,997161
